00009236590;9236590;-;Банк  -10 б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;0,2;0,2
00009236585;9236585;-;ФПТ б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;0,2;0,2
00009236587;9236587;-;Фтоп б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;0,1;0,2
00009248141;9248141;-;Колодка предохранителей  б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;18;0,01;0,18
00009248154;9248154;-;Трансформаторы  до  1квт б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;7;0,02;0,14
00009248136;9248136;-;Комплект резисторов б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;0,1;0,1
00009151619;9151619;-;Реле промежуточное б/у;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;10;0,01;0,1
00008000182;8000182;-;Тр-р силовой б/у;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;1;0,1;0,1
00009105553;9105553;-;Трансформатор ОМ-10 б/у;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;2;0,05;0,1
00009236597;9236597;-;УЗГ б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;0,1;0,1
00009236586;9236586;-;УОМЗ б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;0,1;0,1
00009248135;9248135;-;Блок питания  к  ВВ/TEL б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;9;0,01;0,09
00009160508;9160508;+;Переключатель  б/у;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;6;0,01;0,06
00009200444;9200444;-;Реле РП21М=60В б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;6;0,01;0,06
00009236601;9236601;-;БИ ФИП -2 б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;0,05;0,05
00009248147;9248147;+;Блок конденсаторов  БК-400 б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;0,02;0,04
00009248144;9248144;-;Блок питания б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;4;0,01;0,04
00009192051;9192051;+;Выключатель автоматич.б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;4;0,01;0,04
00009359499;;-;Дрова  б/у;м3;10.1    ;;10.1    ;98979;Тымуль М.И.;0,2;0,22;0,04
00009200440;9200440;+;Реле  ЕЛ-11 380В 50Гц б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;2;0,01;0,02
00009248145;9248145;-;Блок БПЗ -401  б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;0,01;0,01
00009236588;9236588;-;Переключатель б/у;шт;10.1    ;;10.1    ;98979;Тымуль М.И.;1;0,01;0,01
00009200439;9200439;+;Реле б/у;шт;10.5    ;;10.5    ;98979;Тымуль М.И.;1;0,01;0,01
